season,season_split,referee,role,gender,experience_years,games_officiated,home_team_win_pct,home_team_points_differential,total_points_per_game,called_fouls_per_game,foul_pct_against_road,foul_pct_against_home,foul_differential_road_minus_home,source_url,as_of,confidence,data_quality_notes
2023-24,playoffs,Mitchell Ervin,CREW,MALE,10,5,0.2,-8.2,205.8,35,0.52,0.48,1.4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Bill Kennedy,CHIEF,MALE,29,5,0.6,3.6,200,38.2,0.539,0.461,3,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Brent Barnaky,CREW,MALE,15,6,1,14.3,209.3,41.5,0.51,0.49,0.8,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Karl Lane,CREW,MALE,14,5,0.8,7.6,217.2,41.4,0.469,0.531,-2.6,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,J.T. Orr,CREW,MALE,15,2,1,7.5,200.5,39.5,0.532,0.468,2.5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Zach Zarba,CHIEF,MALE,21,8,0.625,1.4,216.1,38.3,0.499,0.499,0,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Marc Davis,CHIEF,MALE,26,12,0.333,1.7,205,34.7,0.509,0.49,0.7,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,James Williams,CREW,MALE,15,9,0.667,5.7,211.4,36.7,0.536,0.463,2.7,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,James Capers,CHIEF,MALE,29,11,0.455,1.4,210.5,38.8,0.527,0.473,2.1,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Kevin Scott,CREW,MALE,14,8,0.25,-5.4,207.9,37.6,0.509,0.492,0.6,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Marat Kogut,CREW,MALE,15,3,0.667,6.3,195.7,41.3,0.452,0.549,-4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Mark Lindsay,CHIEF,MALE,17,1,0,-20,188,30,0.533,0.467,2,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Sean Wright,CHIEF,MALE,19,1,1,13,215,50,0.52,0.48,2,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Nick Buchert,CREW,MALE,15,5,0.4,-3,219.4,40.6,0.537,0.463,3,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Pat Fraher,CHIEF,MALE,29,1,1,14,180,46,0.543,0.457,4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,David Guthrie,CHIEF,MALE,19,1,0,-5,189,43,0.442,0.558,-5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Courtney Kirkland,CHIEF,MALE,25,4,0.75,7.5,198,36.8,0.523,0.476,1.8,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Eric Dalen,CREW,MALE,16,3,1,24,207.3,37,0.459,0.541,-3,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Ed Malloy,CHIEF,MALE,22,2,1,7.5,222.5,41.5,0.494,0.506,-0.5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Kevin Cutler,CREW,MALE,15,5,0.4,0.8,218,35.6,0.522,0.478,1.6,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Brian Forte,CREW,MALE,19,5,0.8,14.6,211.4,37.6,0.532,0.468,2.4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Josh Tiven,CREW,MALE,15,9,0.667,3.6,214,35.7,0.52,0.479,1.4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Curtis Blair,CREW,MALE,16,7,0.571,7.7,212.3,41,0.519,0.481,1.6,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Ben Taylor,CREW,MALE,13,7,0.857,21.3,207.6,39,0.484,0.516,-1.3,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Pat Fraher,CREW,MALE,29,5,0.2,-4.8,214.8,40.8,0.534,0.466,2.8,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Sean Wright,CREW,MALE,19,6,0.667,5,213.7,38.7,0.534,0.465,2.7,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Ed Malloy,CREW,MALE,22,5,0.4,5,207.8,40.2,0.468,0.532,-2.6,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Mark Lindsay,CREW,MALE,17,5,0.2,-2.4,208.4,35,0.486,0.514,-1,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Zach Zarba,CREW,MALE,21,5,0.6,8,204,35.4,0.503,0.497,0.2,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Kevin Scott,CHIEF,MALE,14,1,1,2,214,28,0.429,0.571,-4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Courtney Kirkland,CREW,MALE,25,5,0.2,-1.4,211,36.4,0.467,0.533,-2.4,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,David Guthrie,CREW,MALE,19,10,0.6,3.8,212.4,37.9,0.52,0.48,1.5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Derrick Collins,CREW,MALE,25,1,0,-17,233,31,0.581,0.419,5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Marc Davis,CREW,MALE,26,3,0.333,-6.3,231.7,35.3,0.548,0.453,3.3,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Bill Kennedy,CREW,MALE,29,7,0.571,1.1,212.3,38.6,0.537,0.463,2.9,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,John Goble,CHIEF,MALE,17,1,1,11,217,35,0.429,0.571,-5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,John Goble,CREW,MALE,17,12,0.667,2.6,208.1,39.3,0.532,0.469,2.5,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,JB DeRosa,CREW,MALE,7,1,0,-17,235,51,0.49,0.51,-1,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
2023-24,playoffs,Scott Foster,CREW,MALE,30,2,1,15,211,36,0.542,0.458,3,https://www.nbastuffer.com/2023-2024-nba-referee-stats/,2026-09-19,HIGH,
