name,slug,hex,brand,line,source_url,upstream_note,access_date,notes
Tender Shoots,tender-shoots,#B5CC39,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Limeade,limeade,#D3D95F,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lime Cream,lime-cream,#D7E8BC,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lettuce Green,lettuce-green,#BED38E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Winter Pear,winter-pear,#B0B487,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Pale Green,pale-green,#CBCE91,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Pale Lime Yellow,pale-lime-yellow,#DFE69F,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Celery Green,celery-green,#C5CC7B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Palm,palm,#AFAF5E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Aloe Wash,aloe-wash,#D0D3B7,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Reseda,reseda,#A1AD92,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
White Jade,white-jade,#D4DBB2,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Seedling,seedling,#C0CBA1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Nile,nile,#B4BB85,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Fern,fern,#9AA067,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Turtle Green,turtle-green,#81894E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Cedar Green,cedar-green,#5E6737,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Sage,sage,#91946E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Loden Green,loden-green,#6E7153,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Tea,tea,#999B85,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Sea Spray,sea-spray,#717E6F,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Almost Aqua,almost-aqua,#CAD3C1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Bok Choy,bok-choy,#BCCAB3,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mistletoe,mistletoe,#8AA282,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mineral Green,mineral-green,#7A9B78,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Turf Green,turf-green,#6F8C69,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Elm Green,elm-green,#547053,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Loden Frost,loden-frost,#788F74,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Kashmir,kashmir,#6F8D6A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Forest Green,forest-green,#6B8D53,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Cactus,cactus,#53713D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Artichoke Green,artichoke-green,#4B6D41,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Aspen Green,aspen-green,#7E9B76,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Bronze Green,bronze-green,#525F48,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Duffel Bag,duffel-bag,#394034,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Spray,spray,#BED3BB,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Sprucestone,sprucestone,#9FC09C,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Seacrest,seacrest,#BFD1B3,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Nile Green,nile-green,#A7C796,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Fair Green,fair-green,#92AF88,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Jade Green,jade-green,#759465,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Pistachio Green,pistachio-green,#A9D39E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Grass Green,grass-green,#7BB369,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Green Tea,green-tea,#86A96F,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Jasmine Green,jasmine-green,#7EC845,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Online Lime,online-lime,#44883C,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Shamrock,shamrock,#6FA26B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Meadow Green,meadow-green,#739957,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Kiwi,kiwi,#7AAB55,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Climbing Ivy,climbing-ivy,#444940,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Dusty Aqua,dusty-aqua,#C0DCCD,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Silt Green,silt-green,#A9BDB1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Frosty Green,frosty-green,#A3B5A6,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Iceberg Green,iceberg-green,#8C9C92,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Granite Green,granite-green,#86A293,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Green Bay,green-bay,#7E9285,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lily Pad,lily-pad,#818F84,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Laurel Wreath,laurel-wreath,#616F65,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Comfrey,comfrey,#5B7961,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Dark Ivy,dark-ivy,#5B7763,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Myrtle,myrtle,#4F6B58,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Duck Green,duck-green,#53665C,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Sycamore,sycamore,#35463D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Deep Forest,deep-forest,#37413A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Celadon,celadon,#B8CCBA,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Cameo Green,cameo-green,#AAC0AD,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Clearly Aqua,clearly-aqua,#CEE1D4,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Misty Jade,misty-jade,#BCD9C8,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Subtle Green,subtle-green,#B5CBBB,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Aqua Foam,aqua-foam,#ADC3B4,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Gossamer Green,gossamer-green,#B2CFBE,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Grayed Jade,grayed-jade,#9BBEA9,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Birds Egg Green,birds-egg-green,#AACCB9,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Stone Green,stone-green,#658E67,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Deep Grass Green,deep-grass-green,#558367,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Medium Green,medium-green,#3C824E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Juniper,juniper,#3D7245,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Fairway,fairway,#477050,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Greener Pastures,greener-pastures,#37503D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Hemlock,hemlock,#97C1A1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Jet Set,jet-set,#262C2A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Pastel Turquoise,pastel-turquoise,#99C5C4,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blue Light,blue-light,#ACDFDD,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blue Spruce,blue-spruce,#486B67,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Oil Blue,oil-blue,#658C88,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Dark Forest,dark-forest,#556962,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
