abbr,english_name,team_role,team_hex,team_hex_source_url,team_hex_confidence,paint_brand,paint_name,paint_hex,paint_source_url,distance_metric,distance,distance_euclidean_rgb,match_rank_within_brand,access_date,notes
IND,Indiana Pacers,accent,#FFD520,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Kowloon,#E1D456,https://www.dulux.com.au/colour/kowloon,CIE76_DeltaE_Lab,23.213,61.782,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
IND,Indiana Pacers,accent,#FFD520,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Vibrant Yellow,#FFDA29,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,2.818,10.296,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAC,Los Angeles Clippers,primary,#12173F,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Indigo Sunset,#30304E,https://www.dulux.com.au/colour/indigo-sunset,CIE76_DeltaE_Lab,14.56,41.833,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAC,Los Angeles Clippers,primary,#12173F,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 2766-C,#141B4D,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,6.892,14.697,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAC,Los Angeles Clippers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAC,Los Angeles Clippers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAC,Los Angeles Clippers,accent,#C8102E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Full Of Life,#DE592F,https://www.dulux.com.au/colour/full-of-life,CIE76_DeltaE_Lab,24.411,76.25,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAC,Los Angeles Clippers,accent,#C8102E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Hibiscus,#DD3848,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,9.677,52.125,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAL,Los Angeles Lakers,primary,#31006F,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Secret Tradition,#56447A,https://www.dulux.com.au/colour/secret-tradition,CIE76_DeltaE_Lab,38.48,78.192,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAL,Los Angeles Lakers,primary,#31006F,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 2597-C,#5C068C,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.172,52.211,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAL,Los Angeles Lakers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAL,Los Angeles Lakers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAL,Los Angeles Lakers,accent,#FDB927,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Dancing Daisy,#EFC357,https://www.dulux.com.au/colour/dancing-daisy,CIE76_DeltaE_Lab,19.202,50.99,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
LAL,Los Angeles Lakers,accent,#FDB927,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Spectra Yellow,#F7B718,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,3.072,16.279,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MEM,Memphis Grizzlies,primary,#5D76A9,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Imperial Blue,#6871A1,https://www.dulux.com.au/colour/imperial-blue,CIE76_DeltaE_Lab,5.026,14.491,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MEM,Memphis Grizzlies,primary,#5D76A9,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 7668-C,#686E9F,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,6.125,16.882,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MEM,Memphis Grizzlies,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MEM,Memphis Grizzlies,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MEM,Memphis Grizzlies,accent,#12173F,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Indigo Sunset,#30304E,https://www.dulux.com.au/colour/indigo-sunset,CIE76_DeltaE_Lab,14.56,41.833,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MEM,Memphis Grizzlies,accent,#12173F,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 2766-C,#141B4D,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,6.892,14.697,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIA,Miami Heat,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Te Kuiti,#242322,https://www.dulux.com.au/colour/te-kuiti,CIE76_DeltaE_Lab,13.811,60.638,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIA,Miami Heat,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 532-C,#1C1F2A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.38,59.237,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIA,Miami Heat,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIA,Miami Heat,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIA,Miami Heat,accent,#98002E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,High Street,#A4334E,https://www.dulux.com.au/colour/high-street,CIE76_DeltaE_Lab,14.6,61.392,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIA,Miami Heat,accent,#98002E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Chili Pepper,#9B1B30,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,5.026,27.24,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIL,Milwaukee Bucks,primary,#00471B,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Fairway Green,#26623D,https://www.dulux.com.au/colour/fairway-green,CIE76_DeltaE_Lab,12.784,57.697,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIL,Milwaukee Bucks,primary,#00471B,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 7483-C,#275D38,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,11.396,53.348,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIL,Milwaukee Bucks,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIL,Milwaukee Bucks,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIL,Milwaukee Bucks,accent,#EEE1C6,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Flaxen Fair,#E3DCBD,https://www.dulux.com.au/colour/flaxen-fair,CIE76_DeltaE_Lab,3.84,15.067,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIL,Milwaukee Bucks,accent,#EEE1C6,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Pearled Ivory,#F0DFCC,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,4.325,6.633,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIN,Minnesota Timberwolves,primary,#1D428A,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Bio Blue,#45619D,https://www.dulux.com.au/colour/bio-blue,CIE76_DeltaE_Lab,15.951,54.056,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIN,Minnesota Timberwolves,primary,#1D428A,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Royal Blue,#3D428B,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,6.678,32.016,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIN,Minnesota Timberwolves,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIN,Minnesota Timberwolves,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIN,Minnesota Timberwolves,accent,#009A44,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Pastoral,#3B9743,https://www.dulux.com.au/colour/pastoral,CIE76_DeltaE_Lab,8.673,59.085,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
MIN,Minnesota Timberwolves,accent,#009A44,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 347-C,#009A44,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,0.0,0.0,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NOP,New Orleans Pelicans,primary,#0C2340,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Russell,#2F3049,https://www.dulux.com.au/colour/russell,CIE76_DeltaE_Lab,9.809,38.406,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NOP,New Orleans Pelicans,primary,#0C2340,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 539-C,#00263A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,8.4,13.748,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NOP,New Orleans Pelicans,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NOP,New Orleans Pelicans,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NOP,New Orleans Pelicans,accent,#B9975B,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Sconce,#AE905D,https://www.dulux.com.au/colour/sconce,CIE76_DeltaE_Lab,5.766,13.191,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NOP,New Orleans Pelicans,accent,#B9975B,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Apple Cinnamon,#B0885A,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,8.661,17.521,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NYK,New York Knicks,primary,#1D428A,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Bio Blue,#45619D,https://www.dulux.com.au/colour/bio-blue,CIE76_DeltaE_Lab,15.951,54.056,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NYK,New York Knicks,primary,#1D428A,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Royal Blue,#3D428B,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,6.678,32.016,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NYK,New York Knicks,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NYK,New York Knicks,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NYK,New York Knicks,accent,#F58426,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Quince Paste,#EC892A,https://www.dulux.com.au/colour/quince-paste,CIE76_DeltaE_Lab,6.412,11.045,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
NYK,New York Knicks,accent,#F58426,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Vibrant Orange,#FF7420,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,11.752,19.799,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
OKC,Oklahoma City Thunder,primary,#007AC1,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Casting Sea,#458AC7,https://www.dulux.com.au/colour/casting-sea,CIE76_DeltaE_Lab,9.427,71.084,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
OKC,Oklahoma City Thunder,primary,#007AC1,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Brilliant Blue,#0075B3,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,5.594,14.866,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
OKC,Oklahoma City Thunder,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
OKC,Oklahoma City Thunder,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
OKC,Oklahoma City Thunder,accent,#EF3B24,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Raw Sunset,#F9562D,https://www.dulux.com.au/colour/raw-sunset,CIE76_DeltaE_Lab,8.359,30.166,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
OKC,Oklahoma City Thunder,accent,#EF3B24,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Fiery Red,#D01C1F,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,11.752,44.125,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
ORL,Orlando Magic,primary,#0050B5,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Bio Blue,#45619D,https://www.dulux.com.au/colour/bio-blue,CIE76_DeltaE_Lab,26.857,75.007,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
ORL,Orlando Magic,primary,#0050B5,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 7455-C,#3A5DAE,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.159,59.85,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
ORL,Orlando Magic,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
ORL,Orlando Magic,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
ORL,Orlando Magic,accent,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Te Kuiti,#242322,https://www.dulux.com.au/colour/te-kuiti,CIE76_DeltaE_Lab,13.811,60.638,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
ORL,Orlando Magic,accent,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 532-C,#1C1F2A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.38,59.237,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHI,Philadelphia 76ers,primary,#1D428A,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Bio Blue,#45619D,https://www.dulux.com.au/colour/bio-blue,CIE76_DeltaE_Lab,15.951,54.056,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHI,Philadelphia 76ers,primary,#1D428A,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Royal Blue,#3D428B,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,6.678,32.016,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHI,Philadelphia 76ers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHI,Philadelphia 76ers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHI,Philadelphia 76ers,accent,#C8102E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Full Of Life,#DE592F,https://www.dulux.com.au/colour/full-of-life,CIE76_DeltaE_Lab,24.411,76.25,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHI,Philadelphia 76ers,accent,#C8102E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Hibiscus,#DD3848,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,9.677,52.125,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHX,Phoenix Suns,primary,#1D1160,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Parade,#503F72,https://www.dulux.com.au/colour/parade,CIE76_DeltaE_Lab,27.704,71.0,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHX,Phoenix Suns,primary,#1D1160,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 287-C,#003087,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,15.243,57.645,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
