team_id,league_id,name,abbr,short_name,former_names,city,country,arena,arena_capacity,founded_year,colours_primary_hex,colours_secondary_hex,colours_accent_hex,colours_source,mascot,owner,ownership_structure,wikidata_qid,wikipedia_en,official_url,as_of,source_url,confidence
lnb_elite_limoges,lnb_elite,Limoges CSP,LIM,Limoges,,,FR,,,1929,,,,,,,,Q1419876,Limoges CSP,,2026-09-19,https://www.wikidata.org/wiki/Q1419876,HIGH
lnb_elite_nanterre,lnb_elite,Nanterre 92,NAN,Nanterre,,,FR,,,1927,,,,,,,,Q1630671,Nanterre 92,,2026-09-19,https://www.wikidata.org/wiki/Q1630671,HIGH
lnb_elite_paris,lnb_elite,Paris Basketball,PAR,Paris,,,FR,,,2018,,,,,,,,Q56291131,Paris Basketball,,2026-09-19,https://www.wikidata.org/wiki/Q56291131,HIGH
lnb_elite_strasbourg,lnb_elite,SIG Strasbourg,STR,Strasbourg,,,FR,,,1928,,,,,,,,Q2737338,SIG Strasbourg,,2026-09-19,https://www.wikidata.org/wiki/Q2737338,HIGH
lnb_elite_nancy,lnb_elite,SLUC Nancy,NAN2,Nancy,,,FR,,,1967,,,,,,,,Q762219,SLUC Nancy Basket,,2026-09-19,https://www.wikidata.org/wiki/Q762219,HIGH
lnb_elite_saint_quentin,lnb_elite,Saint-Quentin Basket-Ball,SAI,Saint-Quentin,,,FR,,,1973,,,,,,,,Q3463255,Saint-Quentin Basket-Ball,,2026-09-19,https://www.wikidata.org/wiki/Q3463255,HIGH
bbl_alba,bbl,ALBA Berlin,ALB,ALBA,,,DE,,,1991,,,,,,,,Q643795,Alba Berlin,,2026-09-19,https://www.wikidata.org/wiki/Q643795,HIGH
bbl_bamberg,bbl,Bamberg Baskets,BAM,Bamberg,,,DE,,,1955,,,,,,,,Q700366,Bamberg Baskets,,2026-09-19,https://www.wikidata.org/wiki/Q700366,HIGH
bbl_braunschweig,bbl,Basketball Löwen Braunschweig,BRA,Braunschweig,,,DE,,,2000,,,,,,,,Q532269,Basketball Löwen Braunschweig,,2026-09-19,https://www.wikidata.org/wiki/Q532269,HIGH
bbl_oldenburg,bbl,EWE Baskets Oldenburg,OLD,Oldenburg,,,DE,,,2001,,,,,,,,Q707861,Baskets Oldenburg,,2026-09-19,https://www.wikidata.org/wiki/Q707861,HIGH
bbl_bayern,bbl,FC Bayern Munich,BAY,Bayern,,,DE,,,1946,,,,,,,,Q600149,FC Bayern Munich (basketball),,2026-09-19,https://www.wikidata.org/wiki/Q600149,HIGH
bbl_wuerzburg,bbl,Fitness First Würzburg Baskets,WÜR,Würzburg,,,DE,,,2007,,,,,,,,Q480478,Würzburg Baskets,,2026-09-19,https://www.wikidata.org/wiki/Q480478,HIGH
bbl_hamburg,bbl,Veolia Towers Hamburg,HAM,Hamburg,,,DE,,,2013,,,,,,,,Q17324838,Hamburg Towers,,2026-09-19,https://www.wikidata.org/wiki/Q17324838,HIGH
bbl_ludwigsburg,bbl,MHP Riesen Ludwigsburg,LUD,Ludwigsburg,,,DE,,,1960,,,,,,,,Q553293,Riesen Ludwigsburg,,2026-09-19,https://www.wikidata.org/wiki/Q553293,HIGH
bbl_chemnitz,bbl,NINERS Chemnitz,CHE,Chemnitz,Basketball-Vereinigung Chemnitz 99,,DE,,,1999,,,,,,,,Q797164,Niners Chemnitz,,2026-09-19,https://www.wikidata.org/wiki/Q797164,HIGH
bbl_hagen,bbl,Phoenix Hagen,HAG,Hagen,,,DE,,,2004,,,,,,,,Q463349,Phoenix Hagen,,2026-09-19,https://www.wikidata.org/wiki/Q463349,HIGH
bbl_ulm,bbl,ratiopharm ulm,ULM,Ulm,,,DE,,,2001,,,,,,,,Q266588,Ratiopharm Ulm,,2026-09-19,https://www.wikidata.org/wiki/Q266588,HIGH
bbl_rostock,bbl,Rostock Seawolves,ROS,Rostock,,,DE,,,1994,,,,,,,,Q18009233,Rostock Seawolves,,2026-09-19,https://www.wikidata.org/wiki/Q18009233,HIGH
bbl_vechta,bbl,RASTA Vechta,VEC,Vechta,,,DE,,,1979,,,,,,,,Q2205512,SC Rasta Vechta,,2026-09-19,https://www.wikidata.org/wiki/Q2205512,HIGH
bbl_jena,bbl,Science City Jena,JEN,Jena,,,DE,,,1994,,,,,,,,Q265244,Science City Jena,,2026-09-19,https://www.wikidata.org/wiki/Q265244,HIGH
bbl_frankfurt,bbl,SKYLINERS Frankfurt,FRA,Frankfurt,Opel Skyliners,,DE,,,1999,,,,,,,,Q836109,Skyliners Frankfurt,,2026-09-19,https://www.wikidata.org/wiki/Q836109,HIGH
bbl_mbc,bbl,SYNTAINICS MBC,MBC,MBC,,,DE,,,1958,,,,,,,,Q521663,Mitteldeutscher BC,,2026-09-19,https://www.wikidata.org/wiki/Q521663,HIGH
bbl_bonn,bbl,Telekom Baskets Bonn,BON,Bonn,,,DE,,,1995,,,,,,,,Q704072,Telekom Baskets Bonn,,2026-09-19,https://www.wikidata.org/wiki/Q704072,HIGH
bbl_trier,bbl,VET-CONCEPT Gladiators Trier,TRI,Trier,,,DE,,,2015,,,,,,,,Q22340607,Gladiators Trier,,2026-09-19,https://www.wikidata.org/wiki/Q22340607,HIGH
serie_a_cantu,serie_a,Acqua S.Bernardo Cantù,CAN,Cantù,,,IT,,,1936,,,,,,,,Q36311,Pallacanestro Cantù,,2026-09-19,https://www.wikidata.org/wiki/Q36311,HIGH
serie_a_udine,serie_a,APU Old Wild West Udine,UDI,Udine,,,IT,,,1944,,,,,,,,Q3626683,APU Udine,,2026-09-19,https://www.wikidata.org/wiki/Q3626683,HIGH
serie_a_milano,serie_a,EA7 Emporio Armani Milano,OM,Olimpia Milano,,,IT,,,1936,,,,,,,,Q36362,Olimpia Milano,,2026-09-19,https://www.wikidata.org/wiki/Q36362,HIGH
serie_a_roma_spqr,serie_a,BC Roma SPQR,RS,Roma SPQR,,,IT,,,2026,,,,,,,,Q140465826,BC Roma,,2026-09-19,https://www.wikidata.org/wiki/Q140465826,HIGH
serie_a_tortona,serie_a,Bertram Derthona Tortona,DER,Derthona,,,IT,,,1946,,,,,,,,Q17628735,Derthona Basket,,2026-09-19,https://www.wikidata.org/wiki/Q17628735,HIGH
serie_a_trento,serie_a,Dolomiti Energia Trentino,TRE,Trento,,,IT,,,1995,,,,,,,,Q51167,Aquila Basket Trento,,2026-09-19,https://www.wikidata.org/wiki/Q51167,HIGH
serie_a_scafati,serie_a,Longobardi Scafati Basket,SCA,Scafati,,,IT,,,1969,,,,,,,,Q42454,Scafati Basket,,2026-09-19,https://www.wikidata.org/wiki/Q42454,HIGH
serie_a_maxima_roma,serie_a,Maxima Roma,MR,Maxima Roma,,,IT,,,2026,,,,,,,,Q140465833,Maxima Roma,,2026-09-19,https://www.wikidata.org/wiki/Q140465833,HIGH
serie_a_napoli,serie_a,Napoli Basket,NAP,Napoli,,,,,,,,,,,,,,Q31037592,Napoli Basket,,2026-09-19,https://www.wikidata.org/wiki/Q31037592,HIGH
serie_a_treviso,serie_a,NutriBullet Treviso,TRE2,Treviso,,,IT,,,2012,,,,,,,,Q17562457,Universo Treviso Basket,,2026-09-19,https://www.wikidata.org/wiki/Q17562457,HIGH
serie_a_varese,serie_a,Openjobmetis Varese,VAR,Varese,,,IT,,,1945,,,,,,,,Q36551,Pallacanestro Varese,,2026-09-19,https://www.wikidata.org/wiki/Q36551,HIGH
serie_a_trieste,serie_a,Pallacanestro Trieste,TRI,Trieste,,,IT,,,1975,,,,,,,,Q50884,Pallacanestro Trieste,,2026-09-19,https://www.wikidata.org/wiki/Q50884,HIGH
serie_a_verona,serie_a,Tezenis Verona,VER,Verona,,,IT,,,1951,,,,,,,,Q48969,Scaligera Basket Verona,,2026-09-19,https://www.wikidata.org/wiki/Q48969,HIGH
serie_a_venezia,serie_a,Umana Reyer Venezia,RV,Reyer Venezia,,,IT,,,1925,,,,,,,,Q36572,Reyer Venezia,,2026-09-19,https://www.wikidata.org/wiki/Q36572,HIGH
serie_a_reggio,serie_a,UNA Hotels Reggio Emilia,RE,Reggio Emilia,,,IT,,,1974,,,,,,,,Q36419,Pallacanestro Reggiana,,2026-09-19,https://www.wikidata.org/wiki/Q36419,HIGH
serie_a_bologna,serie_a,Virtus Segafredo Bologna,VB,Virtus Bologna,,,IT,,,1927,,,,,,,,Q36264,Virtus Bologna,,2026-09-19,https://www.wikidata.org/wiki/Q36264,HIGH
greek_basket_league_aek,greek_basket_league,AEK Athens,AEK,AEK,,,GR,,,1924,,,,,,,,Q1982491,AEK B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q1982491,HIGH
greek_basket_league_aris,greek_basket_league,Aris Thessaloniki,ARI,Aris,,,GR,,,1922,,,,,,,,Q8383824,Aris B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q8383824,HIGH
greek_basket_league_vikos,greek_basket_league,Vikos Falcons Ioannina,VIK,Vikos,,,GR,,,2022,,,,,,,,Q135969614,Vikos Falcons Ioannina B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q135969614,HIGH
greek_basket_league_doxa,greek_basket_league,Doxa Lefkadas,DOX,Doxa,,,GR,,,1982,,,,,,,,Q12872679,Doxa Lefkadas B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q12872679,HIGH
greek_basket_league_iraklis,greek_basket_league,Iraklis Thessaloniki,IRA,Iraklis,Γυμναστικός Σύλλογος Αγιάς «Ηρακλής» Καλαθοσφαιρική Ανώνυμη Εταιρεία,,GR,,,1908,,,,,,,,Q549055,G.S. Iraklis Thessaloniki (men's basketball),,2026-09-19,https://www.wikidata.org/wiki/Q549055,HIGH
greek_basket_league_karditsa,greek_basket_league,ASK Karditsas,KAR,Karditsa,,,GR,,,2006,,,,,,,,Q25535622,ASK Karditsas B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q25535622,HIGH
greek_basket_league_kolossos,greek_basket_league,Kolossos Rodou,KOL,Kolossos,,,GR,,,1963,,,,,,,,Q1645286,Kolossos Rodou B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q1645286,HIGH
greek_basket_league_maroussi,greek_basket_league,Maroussi,MAR,Maroussi,Γυμναστικός Σύλλογος Αμαρουσίου,,GR,,,1950,,,,,,,,Q1355529,Maroussi B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q1355529,HIGH
greek_basket_league_mykonos,greek_basket_league,Mykonos,MYK,Mykonos,,,GR,,,1981,,,,,,,,Q128033708,Mykonos B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q128033708,HIGH
greek_basket_league_olympiacos,greek_basket_league,Olympiacos Piraeus,OLY,Olympiacos,,,GR,,,1931,,,,,,,,Q847701,Olympiacos B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q847701,HIGH
greek_basket_league_panathinaikos,greek_basket_league,Panathinaikos Athens,PAN,Panathinaikos,,,GR,,,1919,,,,,,,,Q739287,Panathinaikos B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q739287,HIGH
greek_basket_league_paok,greek_basket_league,PAOK Thessaloniki,PAO,PAOK,,,GR,,,1928,,,,,,,,Q1343768,PAOK BC,,2026-09-19,https://www.wikidata.org/wiki/Q1343768,HIGH
greek_basket_league_peristeri,greek_basket_league,Peristeri Athens,PER,Peristeri,,,GR,,,1971,,,,,,,,Q19862455,Peristeri B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q19862455,HIGH
greek_basket_league_promitheas,greek_basket_league,Promitheas Patras,PRO,Promitheas,,,GR,,,1985,,,,,,,,Q20055221,Promitheas Patras B.C.,,2026-09-19,https://www.wikidata.org/wiki/Q20055221,HIGH
lf_endesa_ferrol,lf_endesa,BAXI Ferrol,FER,Ferrol,,,ES,,,1997,,,,,,,,Q20736183,Universitario de Ferrol,,2026-09-19,https://www.wikidata.org/wiki/Q20736183,HIGH
lf_endesa_la_seu,lf_endesa,Cadí La Seu,LS,La Seu,,,ES,,,1965,,,,,,,,Q3600922,AE Sedis Bàsquet,,2026-09-19,https://www.wikidata.org/wiki/Q3600922,HIGH
lf_endesa_celta,lf_endesa,Celta Femxa Zorka,CEL,Celta,,,ES,,,1996,,,,,,,,Q3330276,Celta de Vigo Baloncesto,,2026-09-19,https://www.wikidata.org/wiki/Q3330276,HIGH
lf_endesa_ensino,lf_endesa,Durán Maquinaria Ensino,ENS,Ensino,,,ES,,,1980,,,,,,,,Q7231325,Porta XI Ensino,,2026-09-19,https://www.wikidata.org/wiki/Q7231325,HIGH
lf_endesa_araski,lf_endesa,Kutxabank Araski,ARA,Araski,,,ES,,,2010,,,,,,,,Q21280692,Araski AES,,2026-09-19,https://www.wikidata.org/wiki/Q21280692,HIGH
lf_endesa_gernika,lf_endesa,Lointek Gernika Bizkaia,GER,Gernika,,,ES,,,1996,,,,,,,,Q19947914,Gernika KESB,,2026-09-19,https://www.wikidata.org/wiki/Q19947914,HIGH
lf_endesa_avenida,lf_endesa,Perfumerías Avenida,AVE,Avenida,,,ES,,,1988,,,,,,,,Q2660154,CB Avenida,,2026-09-19,https://www.wikidata.org/wiki/Q2660154,HIGH
lf_endesa_girona,lf_endesa,Spar Girona,GIR,Girona,,,ES,,,2005,,,,,,,,Q4890678,Uni Girona CB,,2026-09-19,https://www.wikidata.org/wiki/Q4890678,HIGH
lf_endesa_valencia,lf_endesa,Valencia Basket,VAL,Valencia,,,ES,,,,,,,,,,,Q60464673,Valencia Basket (women),,2026-09-19,https://www.wikidata.org/wiki/Q60464673,HIGH
lfb_angers,lfb,UF Angers Basket 49,ANG,Angers,,,FR,,,2004,,,,,,,,Q3549990,Union Féminine Angers Basket 49,,2026-09-19,https://www.wikidata.org/wiki/Q3549990,HIGH
lfb_landes,lfb,Basket Landes,LAN,Landes,,,FR,,,2003,,,,,,,,Q2887227,Basket Landes,,2026-09-19,https://www.wikidata.org/wiki/Q2887227,HIGH
lfb_bourges,lfb,Tango Bourges Basket,BOU,Bourges,,,FR,,,1967,,,,,,,,Q616041,Tango Bourges Basket,,2026-09-19,https://www.wikidata.org/wiki/Q616041,HIGH
lfb_flammes,lfb,Flammes Carolo Basket,FC,Flammes Carolo,,,FR,,,2002,,,,,,,,Q3073321,Flammes Carolo Basket,,2026-09-19,https://www.wikidata.org/wiki/Q3073321,HIGH
lfb_charnay,lfb,Charnay Basket Bourgogne Sud,CHA,Charnay,,,FR,,,1957,,,,,,,,Q3156869,Charnay Basket Bourgogne Sud,,2026-09-19,https://www.wikidata.org/wiki/Q3156869,HIGH
lfb_chartres,lfb,C'Chartres Métropole Basket Féminin,CHA2,Chartres,,,FR,,,1959,,,,,,,,Q16382668,Chartres Basket Feminin,,2026-09-19,https://www.wikidata.org/wiki/Q16382668,HIGH
lfb_landerneau,lfb,Landerneau Bretagne Basket,LAN2,Landerneau,,,FR,,,2011,,,,,,,,Q21027377,Landerneau Bretagne Basket,,2026-09-19,https://www.wikidata.org/wiki/Q21027377,HIGH
lfb_lattes,lfb,BLMA Lattes Montpellier,LAT,Lattes,,,FR,,,1974,,,,,,,,Q2887232,Basket Lattes Montpellier Agglomération,,2026-09-19,https://www.wikidata.org/wiki/Q2887232,HIGH
lfb_asvel,lfb,LDLC ASVEL Féminin,AF,ASVEL Féminin,,,FR,,,2000,,,,,,,,Q3549999,ASVEL Féminin,,2026-09-19,https://www.wikidata.org/wiki/Q3549999,HIGH
lfb_villeneuve,lfb,ESB Villeneuve-d'Ascq,VIL,Villeneuve-d'Ascq,,,FR,,,1987,,,,,,,,Q3046087,ESB Villeneuve-d'Ascq,,2026-09-19,https://www.wikidata.org/wiki/Q3046087,HIGH
wnbl_adelaide,wnbl,Adelaide Lightning,LIG,Lightning,,,AU,,,1993,,,,,,,,Q2824193,Adelaide Lightning,,2026-09-19,https://www.wikidata.org/wiki/Q2824193,HIGH
wnbl_bendigo,wnbl,Bendigo Spirit,SPI,Spirit,,,AU,,,2007,,,,,,,,Q3179109,Bendigo Spirit,,2026-09-19,https://www.wikidata.org/wiki/Q3179109,HIGH
wnbl_geelong,wnbl,Geelong Venom,VEN,Venom,,,AU,,,1984,,,,,,,,Q923030,Geelong Venom,,2026-09-19,https://www.wikidata.org/wiki/Q923030,HIGH
wnbl_perth,wnbl,Perth Lynx,LYN,Lynx,,,AU,,,1988,,,,,,,,Q3376166,Perth Lynx,,2026-09-19,https://www.wikidata.org/wiki/Q3376166,HIGH
wnbl_southside,wnbl,Southside Melbourne Flyers,FLY,Flyers,,,AU,,,1992,,,,,,,,Q3013412,Southside Melbourne Flyers,,2026-09-19,https://www.wikidata.org/wiki/Q3013412,HIGH
wnbl_sydney,wnbl,Sydney Flames,FLA,Flames,,,AU,,,1981,,,,,,,,Q3506848,Sydney Flames,,2026-09-19,https://www.wikidata.org/wiki/Q3506848,HIGH
wnbl_tasmania,wnbl,Tasmania Jewels,JEW,Jewels,,,AU,,,2025,,,,,,,,Q136085356,Tasmania Jewels,,2026-09-19,https://www.wikidata.org/wiki/Q136085356,HIGH
wnbl_townsville,wnbl,Townsville Fire,FIR,Fire,,,AU,,,2001,,,,,,,,Q3535968,Townsville Fire,,2026-09-19,https://www.wikidata.org/wiki/Q3535968,HIGH
wnbl_canberra,wnbl,UC Capitals,CAP,Capitals,,,AU,,,1984,,,,,,,,Q2936188,University of Canberra Capitals,,2026-09-19,https://www.wikidata.org/wiki/Q2936188,HIGH
