event_id,team_abbr,team_name,event_date,event_type,seller,buyer,buyer_structure,price_usd_reported,price_notes,source_url,source_title,confidence,notes
LAC-1970-expansion,LAC,Buffalo Braves,1970,expansion,NBA,Paul Snyder-led group,group,3700000,Buffalo Braves expansion fee ~$3.7M (LAT 1988 retrospective on 1970 class),https://www.latimes.com/archives/la-xpm-1988-11-08-ss-374-story.html,NBA: Price of a Starting NBA Franchise Is Up to $32.5 Million (LA Times),HIGH,Buffalo Braves expansion 1970–71; later San Diego / LA Clippers.
LAC-1978-relocation,LAC,San Diego Clippers,1978,relocation,,Irv Levin (owner after franchise swap),sole,,,https://www.nytimes.com/1978/06/30/archives/celtics-and-braves-agree-on-switch-buffalo-move-to-san-diego-set.html,Celtics and Braves Agree on Switch (NYT archives),HIGH,Buffalo Braves → San Diego Clippers after Levin/Brown franchise swap (see LAC-1978-other). Soft-align source with companion swap row.
LAC-1978-other,LAC,Buffalo Braves / San Diego Clippers,1978-07,other,John Y. Brown Jr. & Harry Mangurian (Braves),Irv Levin & Harold Lipton (via franchise swap with Celtics),group,,Franchise swap — not cash sale; Levin then relocated Braves to San Diego as Clippers,https://www.nytimes.com/1978/06/30/archives/celtics-and-braves-agree-on-switch-buffalo-move-to-san-diego-set.html,Celtics and Braves Agree on Switch (NYT archives),HIGH,Companion to BOS-1978-other and existing LAC-1978-relocation.
LAC-1981-sale,LAC,San Diego Clippers,1981,sale,Prior ownership,Donald Sterling,sole,12500000,Often cited ~$12.5M,https://www.espn.com/nba/story/_/id/11341222/steve-ballmer-new-clippers-owner,Steve Ballmer new Clippers owner (ESPN),MEDIUM,Sterling later moved team to Los Angeles (1984).
LAC-1984-relocation,LAC,Los Angeles Clippers,1984,relocation,,Donald Sterling,sole,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,San Diego → Los Angeles.
LAC-2014-sale,LAC,Los Angeles Clippers,2014-08-12,sale,Sterling Family Trust (Shelly Sterling),Steve Ballmer,sole,2000000000,$2.0B reported purchase price,https://www.nba.com/clippers/steve-ballmer-completes-purchase-los-angeles-clippers,Steve Ballmer Completes Purchase of Los Angeles Clippers,HIGH,Forced sale aftermath of Sterling scandal; Ballmer ~99% owner as of 2026-09-19.
LAL-1947-sale,LAL,Minneapolis Lakers,1947,sale,Detroit Gems ownership,Ben Berger & Morris Chalfen,group,15000,"$15,000 widely reported for NBL Detroit Gems → Minneapolis Lakers transfer",https://en.wikipedia.org/wiki/Los_Angeles_Lakers,Los Angeles Lakers (Wikipedia; Berger/Chalfen $15k purchase 1947),HIGH,Franchise origin: Detroit Gems (NBL) purchased and moved to Minneapolis as Lakers.
LAL-1957-sale,LAL,Minneapolis Lakers,1957,sale,Prior Minneapolis ownership,Bob Short-led group (w/ local investors),group,150000,Often cited ~$150K for Short group purchase keeping team afloat,https://www.sportingnews.com/us/nba/news/buss-family-timeline-lakers-history-ownership-jerry-jeanie/21e2539a8289edc39883bd59,Buss family timeline with Lakers (Sporting News; Short era context),MEDIUM,Short later moved franchise to Los Angeles (1960).
LAL-1960-relocation,LAL,Los Angeles Lakers,1960,relocation,,Bob Short (owner),sole,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Minneapolis Lakers → Los Angeles.
LAL-1965-sale,LAL,Los Angeles Lakers,1965,sale,Bob Short,Jack Kent Cooke,sole,5175000,$5.175M reported; then-record NBA franchise price,https://www.sportingnews.com/us/nba/news/buss-family-timeline-lakers-history-ownership-jerry-jeanie/21e2539a8289edc39883bd59,Buss family timeline with Lakers (Sporting News; Cooke $5.175M 1965),HIGH,Cooke built The Forum; sold Lakers+Kings+Forum package to Buss 1979 (already in ledger).
LAL-1979-sale,LAL,Los Angeles Lakers,1979,sale,Jack Kent Cooke,Jerry Buss and partners,group,67500000,~$67.5M package: Lakers + Kings + Forum + real estate — team-only GAP,https://www.nba.com/news/nba-approves-sale-majority-interest-lakers-mark-walter,NBA Board of Governors approves sale of majority interest in Lakers to Mark Walter (context),HIGH,Buss family controlled until 2025 majority sale to Walter.
LAL-2025-majority,LAL,Los Angeles Lakers,2025-10-30,majority_stake,Jerry Buss Family Trusts,Mark Walter / TWG Global,majority,10000000000,$10B franchise valuation for majority stake,https://www.nba.com/news/nba-approves-sale-majority-interest-lakers-mark-walter,NBA Board of Governors approves sale of majority interest in Lakers to Mark Walter,HIGH,Jeanie Buss remained governor; Buss family retained minority. Access 2026-09-19: Walter is controlling majority owner.
LAL-2026-sale-pending,LAL,Los Angeles Lakers,2026-08-12,sale,Mark Walter / TWG Global,Josh Kushner & Bob Iger-led group,group,12500000000,Reported $12.5B valuation — PENDING NBA Board of Governors approval as of access date 2026-09-19,https://www.nytimes.com/athletic/7508992/2026/08/12/lakers-north-american-sports-franchise-sales-record/,The 11 largest North American sports franchise sales… (The Athletic),MEDIUM,GAP/PENDING: Announced ~14 months after Walter purchase; not closed/approved as of 2026-09-19. Do not treat as current control.
MEM-1995-expansion,MEM,Vancouver Grizzlies,1995,expansion,NBA,Arthur Griffiths-led group,group,125000000,Expansion fee ~$125M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Vancouver expansion with Toronto.
MEM-2001-sale-relocation,MEM,Memphis Grizzlies,2001,sale,John McCaw Jr. interests,Michael Heisley,sole,160000000,Often cited ~$160M Heisley purchase (2000 agreement; Memphis 2001–02). Some reports finalize ~$165M.,https://www.cbsnews.com/news/grizzlies-sale-finalized/,Grizzlies' Sale Finalized (CBS News),HIGH,Vancouver → Memphis under Heisley after purchase from McCaw interests; ownership-tied relocation.
MEM-2012-sale,MEM,Memphis Grizzlies,2012,sale,Michael Heisley estate / prior ownership,Robert Pera-led group,majority,377000000,Approx. $377M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Pera remains controlling owner as of 2026-09-19.
MIA-1988-expansion,MIA,Miami Heat,1988,expansion,NBA,Ted Arison-led group,group,32500000,Expansion fee ~$32.5M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Heat expansion.
MIA-1995-other,MIA,Miami Heat,1995,other,Prior partners,Micky Arison / Arison family,majority,,GAP: family consolidation price not a classic franchise sale,https://www.sportsbusinessjournal.com/Articles/1995/01/30/ARISON-FAMILY-TAKES-FULL-CONTROL-OF-THE-HEAT.aspx,ARISON FAMILY TAKES FULL CONTROL OF THE HEAT (SBJ),MEDIUM,Micky Arison controlling as of 2026-09-19; long family stewardship.
MIL-1968-expansion,MIL,Milwaukee Bucks,1968,expansion,NBA,Wesley Pavalon / Marvin Fishman group,group,2000000,Expansion fee often cited ~$2M,https://behindthebuckpass.com/2016/09/03/milwaukee-bucks-history-foundation-franchise/,Milwaukee Bucks History: The Foundation Of The Franchise,MEDIUM,Bucks expansion.
MIL-1976-majority,MIL,Milwaukee Bucks,1976-11,majority_stake,Wesley Pavalon / Marvin Fishman-era interests,Jim Fitzgerald (principal owner),majority,,GAP: Fitzgerald consolidation price within existing ownership group not confirmed as open-market sale,https://archive.jsonline.com/sports/bucks/fitzgerald-led-bucks-to-success-d45lg4e-157105045.html,Fitzgerald led Bucks to success (Milwaukee Journal Sentinel archive),HIGH,"Fitzgerald group purchased ~361,000 shares (~65%) of Milwaukee Professional Sports and Services; Fitzgerald became chairman/president Nov 1976. Sold to Herb Kohl Mar 1985 (~$18M already in ledger). Official Bucks history page aligns."
MIL-1985-sale,MIL,Milwaukee Bucks,1985-03-01,sale,Jim Fitzgerald et al.,Herb Kohl,sole,18000000,Often cited ~$18M,https://www.nba.com/news/herb-kohl-us-senator-bucks-owner-has-died-age-88,"Herb Kohl, former US senator and owner of the Bucks, has died (NBA.com)",HIGH,"Kohl purchased from Fitzgerald Mar 1 1985 for ~$18M, keeping team in Milwaukee; owned until 2014 Edens/Lasry sale."
MIL-2014-sale,MIL,Milwaukee Bucks,2014,sale,Herb Kohl,Wesley Edens & Marc Lasry,group,550000000,$550M reported,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Edens/Lasry co-owners; arena campaign followed.
MIL-2023-minority,MIL,Milwaukee Bucks,2023-02,minority_stake,Marc Lasry,Jimmy and Dee Haslam,group,875000000,Haslams bought Lasry's ~25% at ~$3.5B franchise valuation (~$875M for stake); Edens remained co-controlling,https://www.espn.com/nba/story/_/id/35754891/sources-marc-lasry-agrees-sell-stake-milwaukee-bucks-jimmy-dee-haslam,Sources: Lasry agrees to sell his stake in Bucks to Haslams (ESPN),HIGH,Edens + Haslam family co-control structure as of 2026-09-19.
MIN-1989-expansion,MIN,Minnesota Timberwolves,1989,expansion,NBA,Marv Wolfenson & Harvey Ratner,group,32500000,Expansion fee ~$32.5M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Timberwolves expansion.
MIN-1994-sale,MIN,Minnesota Timberwolves,1994,sale,Wolfenson/Ratner group,Glen Taylor,sole,88000000,Approx. $88M; kept team in Minnesota,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Taylor long-term owner until staged sale.
MIN-2025-sale,MIN,Minnesota Timberwolves,2025,sale,Glen Taylor,Marc Lore & Alex Rodriguez,group,1500000000,$1.5B for Timberwolves + WNBA Lynx (staged/contested path completed 2025),https://www.nba.com/timberwolves/news/nba-approves-sale-of-minnesota-timberwolves-and-lynx-to-marc-lore-and-alex-rodriguez,NBA Approves Sale of Minnesota Timberwolves and Lynx to Marc Lore and Alex Rodriguez,HIGH,Lore/Rodriguez became co-owners after staged/contested path with Glen Taylor completed 2025. Lore was controlling owner entering Aug 2026 Stad agreement (separate event).
MIN-2026-majority-pending,MIN,Minnesota Timberwolves,2026-08-21,majority_stake,Marc Lore,Marc Stad (Dragoneer); A-Rod increases minority; Lore retains minority,majority,4500000000,$4.5B valuation for T-Wolves+Lynx — PENDING NBA Board of Governors approval as of 2026-09-19 (Sep meetings did not vote),https://www.espn.com/nba/story/_/id/49681800/sources-stad-reaches-deal-controlling-stake-t-wolves-lynx,"Stad takes controlling stake in NBA's Timberwolves, WNBA's Lynx (ESPN)",MEDIUM,PENDING: Do not treat Stad as closed controlling owner on access date. Elisa Stad expected governor upon approval.
NOP-2002-relocation,NOP,New Orleans Hornets,2002,relocation,,George Shinn,sole,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Charlotte franchise relocated to New Orleans.
NOP-2010-other,NOP,New Orleans Hornets,2010-12-20,other,George Shinn,NBA (league stewardship),public,,GAP: league takeover terms — not a market sale,https://pr.nba.com/nba-to-purchase-new-orleans-hornets/,NBA to purchase New Orleans Hornets (NBA Communications),HIGH,NBA BOG approved league purchase of Hornets from George Shinn (first league-owned franchise). Temporary stewardship before Benson 2012 sale. Not a market PE sale.
NOP-2012-sale,NOP,New Orleans Hornets,2012,sale,NBA,Tom Benson,sole,338000000,$338M reported,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Benson purchase from league.
NOP-2013-rebrand,NOP,New Orleans Pelicans,2013,rebrand,,Tom Benson,sole,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Hornets → Pelicans; 2014 history split with Charlotte.
NOP-2018-other,NOP,New Orleans Pelicans,2018,other,Tom Benson estate,Gayle Benson,sole,,Succession after Tom Benson death — not a market sale,https://en.wikipedia.org/wiki/List_of_NBA_team_owners,List of NBA team owners (verify vs official),HIGH,Gayle Benson controlling as of 2026-09-19.
NYK-1946-expansion,NYK,New York Knicks,1946,expansion,BAA,Ned Irish / Madison Square Garden Corporation,public,10000,"Each BAA charter franchise paid $10,000 league franchise fee for operating expenses (American Heritage 1997 retrospective on 1946 BAA founding). Not a secondary-market sale.",https://www.americanheritage.com/first-serious-basketball-league,"The First Serious Basketball League (American Heritage, May/Jun 1997)",MEDIUM,Original BAA charter franchise under MSG; continuous corporate-parent ownership path.
NYK-1977-other,NYK,New York Knicks,1977-08-19,other,Prior MSG Corp. control,Gulf + Western (Paramount path),public,,GAP: corporate acquisition of MSG — Knicks not separately priced,https://www.nytimes.com/1977/08/20/archives/madison-square-garden-corp-taken-over-by-gulf-western-garden-corp.html,Madison Square Garden Corp: Taken Over by Gulf‐Western (NYT archives),HIGH,Corporate parent change: Gulf+Western completed MSG Corp. takeover Aug 1977; Knicks remained MSG asset through Paramount/Viacom path. Knicks not separately priced.
NYK-1994-sale,NYK,New York Knicks,1994-08-29,sale,Viacom (Paramount/MSG properties),Cablevision & ITT Corporation,group,1100000000,~$1.1B reported for MSG package (Knicks+Rangers+arena+network) — team-only GAP,https://www.nytimes.com/1994/08/29/business/the-garden-sale-the-deal-madison-sq-garden-deal-is-a-victory-for-viacom.html,THE GARDEN SALE: Madison Sq. Garden Deal Is a Victory for Viacom (NYT),HIGH,Cablevision + ITT agreed ~$1.075B cash for MSG package (Knicks+Rangers+arena+network). Preceded Cablevision buyout of ITT half (1997) as NYK-1997-sale. Team-only allocation GAP.
NYK-1997-sale,NYK,New York Knicks,1997-03-06,sale,ITT / prior MSG partners,Cablevision (Dolan) completing MSG control,public,650000000,LAT/NYT/Variety 1997: Cablevision paid ITT $500M for 38.5% (to 88.5%) plus options totaling ≥$150M for remainder → ~$650M headline path; MSG package not Knicks-only. Prior Spotrac $300M figure superseded by contemporaneous package reporting.,https://www.nytimes.com/1997/03/07/business/itt-sells-cablevision-control-over-madison-square-garden.html,ITT Sells Cablevision Control Over Madison Square Garden (NYT),HIGH,Cablevision/Dolan completed MSG control path after 1994 Cablevision+ITT purchase. Knicks remained inside MSG; team-only allocation GAP.
OKC-1967-expansion,OKC,Seattle SuperSonics,1967,expansion,NBA,Sam Schulman-led group,group,1750000,Schulman later said total franchise purchase/expansion cost was $1.75M (NYT 1983 cite),https://www.nytimes.com/1983/10/15/sports/supersonics-sold.html,SuperSonics Sold (NYT; Schulman cites $1.75M original cost),MEDIUM,Sonics expansion; franchise continuity to OKC Thunder.
OKC-1983-sale,OKC,Seattle SuperSonics,1983-10-14,sale,Sam Schulman,Barry Ackerley,sole,21000000,NYT reported $21M; Ackerley later described $11M cash + $11M deferred (effective cash often cited $11M),https://www.nytimes.com/1983/10/15/sports/supersonics-sold.html,SuperSonics Sold (NYT),HIGH,Schulman was founding/expansion owner (1967). Ackerley held until Schultz group 2001.
OKC-2001-sale,OKC,Seattle SuperSonics,2001-01-11,sale,The Ackerley Group,Basketball Club of Seattle (Howard Schultz-led),group,200000000,$200M for Sonics + WNBA Storm (SEC/company announcement),https://www.sec.gov/Archives/edgar/data/319120/000089102001000076/v68652ex99-1.txt,The Ackerley Group Announces Sale of Seattle SuperSonics (SEC exhibit),HIGH,Schultz group owned until Bennett/PBC $350M purchase 2006 (already in ledger).
OKC-2006-sale,OKC,Seattle SuperSonics,2006,sale,Howard Schultz / Basketball Club of Seattle,Professional Basketball Club LLC (Clay Bennett),group,350000000,$350M reported,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Preceded relocation to Oklahoma City.
OKC-2008-relocation,OKC,Oklahoma City Thunder,2008,relocation,,Clay Bennett / PBC LLC,group,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Seattle → Oklahoma City; rebranded Thunder. Bennett group still controls as of 2026-09-19.
ORL-1989-expansion,ORL,Orlando Magic,1989,expansion,NBA,William duPont III-led group,group,32500000,Expansion fee ~$32.5M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Magic expansion.
ORL-1991-sale,ORL,Orlando Magic,1991,sale,William duPont III-led group,DeVos family,group,85000000,Approx. $85M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,DeVos family continuous; Dan DeVos chairman as of 2026-09-19.
PHI-1946-other,PHI,Syracuse Nationals,1946,other,NBL,Danny Biasone / local Syracuse ownership,group,,GAP: NBL founding economics,https://en.wikipedia.org/wiki/Philadelphia_76ers,Philadelphia 76ers (Syracuse Nationals origin),HIGH,Franchise origin as Syracuse Nationals (NBL); relocated to Philadelphia as 76ers 1963 (existing row).
PHI-1963-relocation,PHI,Philadelphia 76ers,1963,relocation,,Irv Kosloff & Ike Richman,group,,GAP: Syracuse→Philly purchase price,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Syracuse Nationals → Philadelphia 76ers.
PHI-1976-sale,PHI,Philadelphia 76ers,1976-05-28,sale,Irv Kosloff,Fitz Eugene Dixon Jr.,sole,8000000,~$8M for ~95% (Inquirer ownership timeline / Dixon era features); Kosloff retained small minority briefly,https://www.inquirer.com/philly/sports/sixers/20110608_76ers__ownership_timeline.html,76ers' ownership timeline (Philadelphia Inquirer),HIGH,Dixon owned through July 1981 Katz sale (~$12M). Championship 1983 under Katz.
PHI-1981-sale,PHI,Philadelphia 76ers,1981-07,sale,Fitz Eugene Dixon Jr.,Harold Katz,sole,12000000,Often cited ~$12M,https://www.inquirer.com/philly/sports/sixers/20110608_76ers__ownership_timeline.html,76ers' ownership timeline (Philadelphia Inquirer),HIGH,Katz owned through 1996 Comcast sale; championship 1983.
PHI-1996-sale,PHI,Philadelphia 76ers,1996-04-24,sale,Harold Katz,Comcast (later Comcast-Spectacor w/ Ed Snider),public,125000000,~$125M cash + assumed liabilities (~$11M) reported in SEC-era disclosures; package with Spectacor partnership,https://www.latimes.com/archives/la-xpm-1996-03-20-sp-49163-story.html,"76ers, Flyers Are Sold in Megadeal (LA Times archives)",HIGH,Comcast-Spectacor era until Harris/Blitzer 2011 (~$280M already in ledger).
PHI-2011-sale,PHI,Philadelphia 76ers,2011,sale,Comcast-Spectacor,Josh Harris & David Blitzer (HBSE),group,280000000,Approx. $280M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Harris Blitzer Sports & Entertainment controlling as of 2026-09-19.
PHX-1968-expansion,PHX,Phoenix Suns,1968,expansion,NBA,Richard Bloch et al. Arizona investor group,group,2000000,Expansion fee ~$2M (LAT 1988; same class as Milwaukee Bucks),https://www.latimes.com/archives/la-xpm-1988-11-08-ss-374-story.html,NBA: Price of a Starting NBA Franchise Is Up to $32.5 Million (LA Times),HIGH,Phoenix Suns expansion 1968–69 with Milwaukee Bucks.
PHX-1987-sale,PHX,Phoenix Suns,1987-10-14,sale,Prior Arizona ownership group / Richard Bloch-era interests,Jerry Colangelo-led local investor group,majority,44500000,Then-record ~$44.5M reported,https://www.foxsports.com/stories/nba/this-week-in-phoenix-suns-history-jerry-colangelo-purchases-team,This Week in Phoenix Suns History: Jerry Colangelo Purchases Team (FOX Sports),HIGH,Colangelo controlling until Sarver-led purchase ~2004 (already in ledger).
PHX-2004-sale,PHX,Phoenix Suns,2004,sale,Jerry Colangelo interests / prior group,Robert Sarver-led group,majority,401000000,Often cited ~$401M; verify vs contemporaneous Forbes/press,https://www.espn.com/nba/story/_/id/35605519/nba-board-governors-approves-sale-suns-mercury-mat-ishbia,"NBA board of governors approves sale of Suns, Mercury to Mat Ishbia (ESPN; Sarver era context)",MEDIUM,Sarver controlled until forced sale process 2022–23.
PHX-2021-minority,PHX,Phoenix Suns,2021-07,minority_stake,Existing Suns limited partners,Dyal HomeCourt Partners (Blue Owl),group,,GAP: cash undisclosed; stake <5% at $1.55B franchise valuation (Sportico). Equity from LPs not Sarver.,https://www.sportico.com/business/sales/2021/finals-bound-suns-valued-at-1-55-billion-in-private-equity-deal-1234633580/,Finals-Bound Suns Valued at $1.55 Billion in Private Equity Deal (Sportico),HIGH,First NBA investment for HomeCourt/Dyal. Later sold down around Ishbia 2023 control purchase.
PHX-2023-sale,PHX,Phoenix Suns,2023-02-07,sale,Robert Sarver-led group,Mat & Justin Ishbia-led group,majority,4000000000,$4B for Suns + WNBA Mercury + arena operating interests,https://www.nba.com/suns/news/mat-ishbia-assumes-controlling-ownership-interest-of-phoenix-suns-and-phoenix-mercury,MAT ISHBIA ASSUMES CONTROLLING OWNERSHIP INTEREST OF PHOENIX SUNS AND PHOENIX MERCURY,HIGH,Mat Ishbia governor; Justin second-largest shareholder.
POR-1970-expansion,POR,Portland Trail Blazers,1970,expansion,NBA,Harry Glickman-led group,group,3700000,Expansion fee ~$3.7M (LAT 1988 retrospective on 1970 class),https://www.latimes.com/archives/la-xpm-1988-11-08-ss-374-story.html,NBA: Price of a Starting NBA Franchise Is Up to $32.5 Million (LA Times),HIGH,Portland Trail Blazers expansion 1970–71 (Harry Glickman-led).
POR-1972-majority,POR,Portland Trail Blazers,1972,majority_stake,Robert Schmertz,Herman Sarkowsky (managing partner consolidation),majority,,GAP: Schmertz buyout cash within expansion trio not publicly priced as a headline sale.,https://www.oregonlive.com/blazers/2014/11/herm_sarkowsky_original_co-owner_of_trail_blazers.html,"Herman Sarkowsky, original co-owner of Trail Blazers... (OregonLive)",HIGH,Expansion trio was Sarkowsky / Weinberg / Schmertz (1970). Sarkowsky stake rose when he bought out Schmertz (~1972; Schmertz had purchased Celtics). Sarkowsky later sold remainder to Weinberg (~1975–76) for Seahawks path. Soft-dedupe: replaces misdated Weinberg-as-1972 claim.
POR-1976-majority,POR,Portland Trail Blazers,1976,majority_stake,Herman Sarkowsky (remaining stake) / expansion co-owners,Larry Weinberg (controlling),majority,,GAP: Weinberg consolidation cash within expansion group not confirmed as open-market headline. UPI 1983: Weinberg obtained majority of stock in 1976.,https://www.upi.com/Archives/1983/12/28/The-principal-owner-of-the-Portland-Trail-Blazers-said/7211441435600/,The principal owner of the Portland Trail Blazers said... (UPI Archives 1983; majority 1976),HIGH,Corrected from prior Wikipedia-led 1972 dating. Oregon Encyclopedia: Weinberg bought out Sarkowsky for controlling interest mid-1970s; UPI: majority stock 1976. Principal through 1977 title era; sold to Allen 1988 (~$70M).
POR-1988-sale,POR,Portland Trail Blazers,1988-06-01,sale,Larry Weinberg et al.,Paul Allen,sole,70000000,Approx. $70M,https://www.latimes.com/archives/la-xpm-1988-06-01-sp-3637-story.html,Trail Blazers Are Sold to Seattle Businessman (LA Times),HIGH,Allen bought from Weinberg for ~$70M (NYT Sports People same day). Owned until death 2018; Paul G. Allen Trust thereafter until Dundon 2026.
POR-2026-sale,POR,Portland Trail Blazers,2026-03-30,sale,Paul G. Allen Trust,Tom Dundon-led Rip City Rising group,group,4250000000,~$4.25B valuation for Blazers + Rip City Remix + arena operating interests; staged 80.1%/19.9% structure reported,https://pr.nba.com/trail-blazers-sale-tom-dundon/,NBA Board of Governors approves sale of Trail Blazers to investor group led by Tom Dundon,HIGH,Approved 2026-03-30; Dundon governor. Access 2026-09-19: current controlling ownership.
SAC-1945-other,SAC,Rochester Royals,1945,other,NBL,Les & Jack Harrison,group,,NBL entry / renaming — not secondary-market sale,https://www.nba.com/kings/history-franchise-timeline,History: Franchise Timeline | Sacramento Kings (official),HIGH,Rochester Royals NBL origin under Harrison brothers; later BAA/NBA; 1951 NBA champions.
SAC-1957-relocation,SAC,Cincinnati Royals,1957,relocation,,Les & Jack Harrison (then subsequent Cincinnati owners),group,,,https://www.nba.com/kings/history-franchise-timeline,History: Franchise Timeline | Sacramento Kings (Rochester→Cincinnati),HIGH,Rochester Royals → Cincinnati Royals.
SAC-1972-relocation,SAC,Kansas City-Omaha Kings,1972,relocation,,Max & Jeremy Jacobs / Kansas City ownership interests,group,,,https://www.nba.com/kings/history-franchise-timeline,History: Franchise Timeline | Sacramento Kings (Cincinnati→Kansas City 1972),HIGH,Cincinnati Royals → Kansas City–Omaha Kings (later Kansas City Kings).
SAC-1983-sale,SAC,Kansas City Kings,1983,sale,Prior Kansas City ownership,Joseph Benvenuti / Gregg Lukenbill-led California group,group,10500000,Official Kings timeline: purchased for approximately $10.5M; later relocated to Sacramento (1985),https://www.nba.com/kings/history-franchise-timeline,History: Franchise Timeline | Sacramento Kings (~$10.5M Lukenbill group purchase),HIGH,Pairs with existing SAC-1985-relocation; ownership change set up Sacramento move.
SAC-1985-relocation,SAC,Sacramento Kings,1985,relocation,,Lukenbill / Benvenuti group,group,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Kansas City Kings → Sacramento.
SAC-1998-minority,SAC,Sacramento Kings,1998-01-15,minority_stake,Jim Thomas-led ownership (partial),Maloof Sports and Entertainment / Maloof family,group,37500000,"~$37.5M for ~25% of Kings, Monarchs, and ARCO Arena (LAT Jan 15 1998; SBJ)",https://www.latimes.com/archives/la-xpm-1998-jan-15-sp-8651-story.html,"Former Rocket Owners Buy Into the Kings (LA Times, Jan 15 1998)",HIGH,Option path to Thomas controlling interest; Maloofs took control effective July 1 1999 (SAC-1999-majority).
SAC-1999-majority,SAC,Sacramento Kings,1999-07-01,majority_stake,Jim Thomas / prior Sacramento ownership interests,Maloof family (controlling interest),majority,260000000,Tribune (2000) reported Maloofs spent more than $260M for control of Kings + Monarchs + Knights + ARCO Arena — multi-asset package,https://www.chicagotribune.com/2000/04/22/owners-helping-turn-kings-into-nba-royalty/,"OWNERS HELPING TURN KINGS INTO NBA ROYALTY (Chicago Tribune, Apr 22 2000)",MEDIUM,NBA BOG approved May 1999; effective July 1 1999. Follows 1998 25% buy-in $37.5M (SAC-1998-minority). Controlled until Ranadivé 2013.
SAC-2013-sale,SAC,Sacramento Kings,2013,sale,Maloof family interests,Vivek Ranadivé-led group (w/ Jacobs family et al.),group,534000000,Approx. $534M valuation; kept franchise in Sacramento vs Seattle relocation bid,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Ranadivé controlling as of 2026-09-19.
SAC-2021-minority,SAC,Sacramento Kings,2021-09,minority_stake,Existing Kings limited partners (roll-up),Arctos Sports Partners,group,306000000,~17% at $1.8B valuation → ~$306M implied equity (Sportico Sep 2021); largest PE stake reported at time,https://www.sportico.com/business/sales/2021/arctos-partners-kings-sale-1234638986/,Arctos Buying 17% of Sacramento Kings at $1.8 Billion Valuation (Sportico),HIGH,Ranadivé retained control; Arctos received board seats. Dyal/HomeCourt also held smaller Kings stake earlier same year.
SAS-1967-other,SAS,Dallas Chaparrals,1967,other,ABA,Dallas ABA investor group,group,,ABA founding — not secondary-market sale,https://en.wikipedia.org/wiki/San_Antonio_Spurs,San Antonio Spurs (Dallas Chaparrals ABA origin 1967),HIGH,ABA origin as Dallas/Texas Chaparrals before 1973 San Antonio relocation (existing row).
SAS-1973-relocation,SAS,San Antonio Spurs,1973,relocation,Dallas Chaparrals owners,San Antonio investor group,group,,GAP: ABA lease/purchase terms not confirmed here,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Dallas/Texas Chaparrals → San Antonio Spurs (ABA).
SAS-1976-other,SAS,San Antonio Spurs,1976-06-17,other,ABA,Existing ownership (NBA entry),group,3200000,ABA–NBA merger entry ~$3.2M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Spurs entered NBA.
SAS-1988-sale,SAS,San Antonio Spurs,1988-05,sale,Prior Spurs investor group / Angelo Drossos-era interests,"B.J. ""Red"" McCombs",sole,47000000,~$47M reported contemporaneous (UPI/Deseret),https://www.deseret.com/1988/5/28/18767196/nba-s-spurs-sold-for-47-million-new-owner-says-team-will-stay-in-san-antonio-if-fans-fill-the-seats/,NBA's Spurs sold for $47 million (Deseret News),HIGH,McCombs owned until Holt-led local group purchase 1993 (~$75M already in ledger).
SAS-1993-sale,SAS,San Antonio Spurs,1993,sale,Red McCombs,Peter Holt-led local group,group,75000000,Approx. $75M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Holt family continuous; Peter J. Holt managing partner as of 2026-09-19.
