team_id,abbr,pattern_tags,letter_count,league_id,notes
g_league_austin,AUS,city_plus_nickname|trigram,3,g_league,
g_league_capital_city,GO-,nickname_clip|trigram,3,g_league,Clip of Go-Go
g_league_cleveland,CHA,nickname_clip|city_plus_nickname|trigram,3,g_league,Clip of Charge
g_league_coachella,CV,trigram|other,2,g_league,
g_league_college_park,CP,trigram|other,2,g_league,
g_league_delaware,DEL,city_plus_nickname|trigram,3,g_league,
g_league_grand_rapids,GR,trigram|other,2,g_league,
g_league_greensboro,GRE,city_plus_nickname|trigram,3,g_league,
g_league_iowa,IOW,city_plus_nickname|trigram,3,g_league,
g_league_laketown,LAK,city_plus_nickname|state|trigram,3,g_league,Contains state code
g_league_long_island,LI,trigram|other,2,g_league,
g_league_maine,MAI,city_plus_nickname|state|trigram,3,g_league,Contains state code
g_league_memphis,MEM,city_plus_nickname|trigram,3,g_league,
g_league_mexico_city,CAP,nickname_clip|state|trigram,3,g_league,Clip of Capitanes; Contains state code
g_league_motor_city,MC,trigram|other,2,g_league,
g_league_noblesville,NOB,city_plus_nickname|trigram,3,g_league,
g_league_okc,OB,trigram|other,2,g_league,
g_league_osceola,OSC,city_plus_nickname|trigram,3,g_league,
g_league_raptors905,R9,trigram|other,2,g_league,
g_league_rgv,RGV,city_plus_nickname|trigram,3,g_league,
g_league_rip_city,RC,trigram|other,2,g_league,
g_league_salt_lake,SLC,city_plus_nickname|trigram,3,g_league,
g_league_san_diego,SD,trigram|other,2,g_league,
g_league_santa_cruz,SC,trigram|other,2,g_league,
g_league_sioux_falls,SF,trigram|other,2,g_league,
g_league_stockton,STO,city_plus_nickname|trigram,3,g_league,
g_league_texas,TEX,city_plus_nickname|trigram,3,g_league,
g_league_valley,VAL,city_plus_nickname|trigram,3,g_league,
g_league_westchester,WES,city_plus_nickname|trigram,3,g_league,
g_league_windy_city,WC,trigram|other,2,g_league,
g_league_wisconsin,WIS,city_plus_nickname|trigram,3,g_league,
israeli_premier_herzliya,HER,nickname_clip|trigram,3,israeli_premier,Clip of Herzliya
israeli_premier_beer_sheva,BS,trigram|other,2,israeli_premier,
israeli_premier_galil,GE,trigram|other,2,israeli_premier,
israeli_premier_haemek,HAE,nickname_clip|city_plus_nickname|trigram,3,israeli_premier,Clip of HaEmek
israeli_premier_holon,HOL,nickname_clip|city_plus_nickname|trigram,3,israeli_premier,Clip of Holon
israeli_premier_eilat,EIL,nickname_clip|trigram,3,israeli_premier,Clip of Eilat
israeli_premier_jerusalem,JER,nickname_clip|trigram,3,israeli_premier,Clip of Jerusalem
israeli_premier_hapoel_ta,HT,trigram|other,2,israeli_premier,
israeli_premier_kiryat_ata,KA,trigram|other,2,israeli_premier,
israeli_premier_ness_ziona,NZ,trigram|other,2,israeli_premier,
israeli_premier_ashdod,ASH,nickname_clip|trigram,3,israeli_premier,Clip of Ashdod
israeli_premier_ramat_gan,RG,trigram|other,2,israeli_premier,
israeli_premier_rishon,RIS,trigram|other,3,israeli_premier,
israeli_premier_maccabi_ta,MT,trigram|other,2,israeli_premier,
