team_id,mascot,taxon,taxon_detail,league_id,source_url,confidence
wcba_shanxi,,unknown,,wcba,https://www.wikidata.org/wiki/Q3481449,GAP
wcba_sichuan,,unknown,,wcba,https://www.wikidata.org/wiki/Q141215961,GAP
wcba_xinjiang,,unknown,,wcba,https://www.wikidata.org/wiki/Q60635740,GAP
wjbl_fujitsu,,unknown,,wjbl,https://www.wikidata.org/wiki/Q24887972,GAP
wjbl_denso,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11320879,GAP
wjbl_chanson,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11307847,GAP
wjbl_eneos,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11226741,GAP
wjbl_toyota,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11321673,GAP
wjbl_boshoku,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11321670,GAP
wjbl_aisin,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11282154,GAP
wjbl_haneda,,unknown,,wjbl,https://www.wikidata.org/wiki/Q11610282,GAP
nbb_cearense,,unknown,,nbb,https://www.wikidata.org/wiki/Q135579,GAP
nbb_bauru,,unknown,,nbb,https://www.wikidata.org/wiki/Q4810218,GAP
nbb_botafogo,,unknown,,nbb,https://www.wikidata.org/wiki/Q16845025,GAP
nbb_brasilia,,unknown,,nbb,https://www.wikidata.org/wiki/Q106106681,GAP
nbb_caxias,,unknown,,nbb,https://www.wikidata.org/wiki/Q25419909,GAP
nbb_corinthians,,unknown,,nbb,https://www.wikidata.org/wiki/Q3493821,GAP
nbb_flamengo,,unknown,,nbb,https://www.wikidata.org/wiki/Q1136141,GAP
nbb_franca,,unknown,,nbb,https://www.wikidata.org/wiki/Q777928,GAP
nbb_minas,,unknown,,nbb,https://www.wikidata.org/wiki/Q3858318,GAP
nbb_mogi,,unknown,,nbb,https://www.wikidata.org/wiki/Q5612799,GAP
nbb_osasco,,unknown,,nbb,https://www.wikidata.org/wiki/Q86738290,GAP
nbb_pato,,unknown,,nbb,https://www.wikidata.org/wiki/Q65171165,GAP
nbb_paulistano,,unknown,,nbb,https://www.wikidata.org/wiki/Q3681246,GAP
nbb_pinheiros,,unknown,,nbb,https://www.wikidata.org/wiki/Q14951212,GAP
nbb_sao_jose,,unknown,,nbb,https://www.wikidata.org/wiki/Q3979248,GAP
nbb_uniao_corinthians,,unknown,,nbb,https://www.wikidata.org/wiki/Q108705548,GAP
nbb_unifacisa,,unknown,,nbb,https://www.wikidata.org/wiki/Q65171535,GAP
lnb_argentina_argentino,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q4789500,GAP
lnb_argentina_atenas,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q290787,GAP
lnb_argentina_boca,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q2917357,GAP
lnb_argentina_olimpico,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q5773482,GAP
lnb_argentina_ferro,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q5774267,GAP
lnb_argentina_gimnasia,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q650848,GAP
lnb_argentina_independiente,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q135892984,GAP
lnb_argentina_instituto,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q21059745,GAP
lnb_argentina_la_union,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q3821268,GAP
lnb_argentina_lanus,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q132802143,GAP
lnb_argentina_obera,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q6047942,GAP
lnb_argentina_penarol,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q2274304,GAP
lnb_argentina_platense,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q20021924,GAP
lnb_argentina_quimsa,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q7272059,GAP
lnb_argentina_racing,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q135855983,GAP
lnb_argentina_regatas,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q1639861,GAP
lnb_argentina_san_lorenzo,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q20022010,GAP
lnb_argentina_san_martin,,unknown,,lnb_argentina,https://www.wikidata.org/wiki/Q5136364,GAP
lnbp_abejas,,unknown,,lnbp,https://www.wikidata.org/wiki/Q5654850,GAP
lnbp_astros,,unknown,,lnbp,https://www.wikidata.org/wiki/Q76761695,GAP
lnbp_correcaminos,,unknown,,lnbp,https://www.wikidata.org/wiki/Q5789084,GAP
lnbp_diablos,,unknown,,lnbp,https://www.wikidata.org/wiki/Q126900506,GAP
lnbp_dorados,,unknown,,lnbp,https://www.wikidata.org/wiki/Q5813506,GAP
lnbp_calor,,unknown,,lnbp,https://www.wikidata.org/wiki/Q126827669,GAP
lnbp_freseros,,unknown,,lnbp,https://www.wikidata.org/wiki/Q119084405,GAP
lnbp_fuerza_regia,,unknown,,lnbp,https://www.wikidata.org/wiki/Q5507227,GAP
lnbp_gambusinos,,unknown,,lnbp,https://www.wikidata.org/wiki/Q5875053,GAP
lnbp_lobos,,unknown,,lnbp,https://www.wikidata.org/wiki/Q127429144,GAP
lnbp_mineros,,unknown,,lnbp,https://www.wikidata.org/wiki/Q39082141,GAP
lnbp_panteras,,unknown,,lnbp,https://www.wikidata.org/wiki/Q3893445,GAP
lnbp_santos,,unknown,,lnbp,https://www.wikidata.org/wiki/Q6683258,GAP
lnbp_soles,,unknown,,lnbp,https://www.wikidata.org/wiki/Q3964286,GAP
lbf_cerrado,,unknown,,lbf,https://www.wikidata.org/wiki/Q48863059,GAP
lfb_argentina_berazategui,,unknown,,lfb_argentina,https://www.wikidata.org/wiki/Q115708295,GAP
lfb_argentina_el_talar,,unknown,,lfb_argentina,https://www.wikidata.org/wiki/Q132304858,GAP
lfb_argentina_quilmes,,unknown,,lfb_argentina,https://www.wikidata.org/wiki/Q7272005,GAP
lfb_argentina_boca,,unknown,,lfb_argentina,https://www.wikidata.org/wiki/Q141268090,GAP
aba_borac,,unknown,,aba,https://www.wikidata.org/wiki/Q685422,GAP
aba_buducnost,,unknown,,aba,https://www.wikidata.org/wiki/Q32801,GAP
aba_cedevita,,unknown,,aba,https://www.wikidata.org/wiki/Q65043623,GAP
aba_cibona,,unknown,,aba,https://www.wikidata.org/wiki/Q916967,GAP
aba_zvezda,,unknown,,aba,https://www.wikidata.org/wiki/Q1132627,GAP
aba_fmp,,unknown,,aba,https://www.wikidata.org/wiki/Q3446443,GAP
aba_siroki,,unknown,,aba,https://www.wikidata.org/wiki/Q938409,GAP
aba_igokea,,unknown,,aba,https://www.wikidata.org/wiki/Q2627170,GAP
aba_krka,,unknown,,aba,https://www.wikidata.org/wiki/Q955141,GAP
aba_slovan,,unknown,,aba,https://www.wikidata.org/wiki/Q2877124,GAP
aba_vienna,,unknown,,aba,https://www.wikidata.org/wiki/Q810271,GAP
aba_bosna,,unknown,,aba,https://www.wikidata.org/wiki/Q1479090,GAP
aba_dubai,,unknown,,aba,https://www.wikidata.org/wiki/Q125293758,GAP
aba_mega,,unknown,,aba,https://www.wikidata.org/wiki/Q2350795,GAP
aba_partizan,,unknown,,aba,https://www.wikidata.org/wiki/Q912247,GAP
aba_ilirija,,unknown,,aba,https://www.wikidata.org/wiki/Q30640890,GAP
aba_derby,,unknown,,aba,https://www.wikidata.org/wiki/Q39048566,GAP
aba_spartak,,unknown,,aba,https://www.wikidata.org/wiki/Q6332304,GAP
aba_cluj,,unknown,,aba,https://www.wikidata.org/wiki/Q2894335,GAP
aba_zadar,,unknown,,aba,https://www.wikidata.org/wiki/Q1141306,GAP
pba_ginebra,,unknown,,pba,https://www.wikidata.org/wiki/Q3545715,GAP
pba_blackwater,,unknown,,pba,https://www.wikidata.org/wiki/Q17064173,GAP
pba_converge,,unknown,,pba,https://www.wikidata.org/wiki/Q111944491,GAP
pba_magnolia,,unknown,,pba,https://www.wikidata.org/wiki/Q2014801,GAP
pba_meralco,,unknown,,pba,https://www.wikidata.org/wiki/Q6817922,GAP
pba_nlex,,unknown,,pba,https://www.wikidata.org/wiki/Q25303072,GAP
pba_phoenix,,unknown,,pba,https://www.wikidata.org/wiki/Q23022630,GAP
pba_ros,,unknown,,pba,https://www.wikidata.org/wiki/Q7284522,GAP
pba_smb,,unknown,,pba,https://www.wikidata.org/wiki/Q2112949,GAP
pba_terrafirma,,unknown,,pba,https://www.wikidata.org/wiki/Q18388151,GAP
pba_titan,,unknown,,pba,https://www.wikidata.org/wiki/Q136509485,GAP
pba_tnt,,unknown,,pba,https://www.wikidata.org/wiki/Q3547210,GAP
g_league_austin,,unknown,,g_league,https://www.wikidata.org/wiki/Q781184,GAP
g_league_capital_city,,unknown,,g_league,https://www.wikidata.org/wiki/Q30484057,GAP
g_league_cleveland,,unknown,,g_league,https://www.wikidata.org/wiki/Q1033853,GAP
g_league_coachella,,unknown,,g_league,https://www.wikidata.org/wiki/Q1781055,GAP
g_league_college_park,,unknown,,g_league,https://www.wikidata.org/wiki/Q27831902,GAP
g_league_delaware,,unknown,,g_league,https://www.wikidata.org/wiki/Q12415759,GAP
g_league_grand_rapids,,unknown,,g_league,https://www.wikidata.org/wiki/Q16982503,GAP
g_league_greensboro,,unknown,,g_league,https://www.wikidata.org/wiki/Q22019870,GAP
g_league_iowa,,unknown,,g_league,https://www.wikidata.org/wiki/Q737759,GAP
g_league_laketown,,unknown,,g_league,https://www.wikidata.org/wiki/Q57766132,GAP
g_league_long_island,,unknown,,g_league,https://www.wikidata.org/wiki/Q21412534,GAP
g_league_maine,,unknown,,g_league,https://www.wikidata.org/wiki/Q935157,GAP
g_league_memphis,,unknown,,g_league,https://www.wikidata.org/wiki/Q28529216,GAP
g_league_mexico_city,,unknown,,g_league,https://www.wikidata.org/wiki/Q39081462,GAP
g_league_motor_city,,unknown,,g_league,https://www.wikidata.org/wiki/Q804409,GAP
g_league_noblesville,,unknown,,g_league,https://www.wikidata.org/wiki/Q1438822,GAP
g_league_okc,,unknown,,g_league,https://www.wikidata.org/wiki/Q1575624,GAP
g_league_osceola,,unknown,,g_league,https://www.wikidata.org/wiki/Q126436,GAP
g_league_raptors905,,unknown,,g_league,https://www.wikidata.org/wiki/Q20537231,GAP
g_league_rgv,,unknown,,g_league,https://www.wikidata.org/wiki/Q1933075,GAP
g_league_rip_city,,unknown,,g_league,https://www.wikidata.org/wiki/Q118897936,GAP
g_league_salt_lake,,unknown,,g_league,https://www.wikidata.org/wiki/Q573543,GAP
g_league_san_diego,,unknown,,g_league,https://www.wikidata.org/wiki/Q29996625,GAP
g_league_santa_cruz,,unknown,,g_league,https://www.wikidata.org/wiki/Q24665,GAP
g_league_sioux_falls,,unknown,,g_league,https://www.wikidata.org/wiki/Q2060261,GAP
g_league_stockton,,unknown,,g_league,https://www.wikidata.org/wiki/Q600353,GAP
g_league_texas,,unknown,,g_league,https://www.wikidata.org/wiki/Q168506,GAP
g_league_valley,,unknown,,g_league,https://www.wikidata.org/wiki/Q124649324,GAP
g_league_westchester,,unknown,,g_league,https://www.wikidata.org/wiki/Q15927936,GAP
g_league_windy_city,,unknown,,g_league,https://www.wikidata.org/wiki/Q21468330,GAP
g_league_wisconsin,,unknown,,g_league,https://www.wikidata.org/wiki/Q28735245,GAP
israeli_premier_herzliya,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q2561821,GAP
israeli_premier_beer_sheva,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q7030702,GAP
israeli_premier_galil,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q2349328,GAP
israeli_premier_haemek,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q962380,GAP
israeli_premier_holon,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q2557393,GAP
israeli_premier_eilat,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q5652155,GAP
israeli_premier_jerusalem,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q46005,GAP
israeli_premier_hapoel_ta,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q2735525,GAP
israeli_premier_kiryat_ata,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q5362001,GAP
israeli_premier_ness_ziona,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q6738361,GAP
israeli_premier_ashdod,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q431912,GAP
israeli_premier_ramat_gan,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q2776934,GAP
israeli_premier_rishon,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q1882568,GAP
israeli_premier_maccabi_ta,,unknown,,israeli_premier,https://www.wikidata.org/wiki/Q819694,GAP
